Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID
Oh! Oh my God!,Phoebe,Scared,12,3
Merry Christmas!!,Joey,Joyful,12,4
"You saved them! You guys! Oh God, you're the best!",Phoebe,Joyful,12,5
It's like 'Night of the Living Dead Christmas Trees.',Chandler,Neutral,12,6
"Hello? Yeah, this is she. Oh! You're kidding! You're kidding! Oh thank you! I love you!",Rachel,Neutral,12,8
"Sure, everybody loves a kidder.",Chandler,Joyful,12,9
I got the job!,Rachel,Joyful,12,10
That's great! Hey! Excellent!,#ALL#,Joyful,12,11
"Oh, God bless us, everyone.",Phoebe,Joyful,12,12
"I'm, I'm sorry you didn't get to go to Spacecamp, and I'm hoping that maybe somehow, this may make up for it. Presenting Sarah Tuttle's Private Very Special Spacecamp!!",Ross,Joyful,15,1
"Really Mr. Geller, you don't have to do this.",Sarah,Scared,15,2
Oh come on! Here we go! Stand by for mission countdown!,Ross,Joyful,15,3
"Ten, ten.., nine, nine, nine...., eight, eight, eight... Okay, Blast off!",Joey,Joyful,15,4
I'm an alien. I'm an alien.,Chandler,Joyful,15,6
Oh no! An asteroid!,Ross,Joyful,15,7
"Okay, pick a card, any card. All right, now memorize it. Show to everybody. Got it?",Joey,Joyful,1,1
Um-mm.,Monica,Neutral,1,2
"All right, give it back to me. 5 of hearts.",Joey,Joyful,1,3
Real magic does exist.,Ross,Joyful,1,5
Wow.,Rachel,Joyful,1,6
"Wow. Joey, how do you do it?",Monica,Neutral,1,7
"I can't tell you that, no.",Joey,Powerful,1,8
"Ah, somebody's at the door on the ceiling.",Ross,Neutral,1,10
"Noo, that's our unbelievably loud upstairs neighbor.",Rachel,Mad,1,11
"He took up the carpet, and now you can hear everything.",Monica,Mad,1,12
"Why don't you go up there and ask him to 'step lightly, please?'",Phoebe,Powerful,1,13
"I have like five times, but the guy is so charming, that I go up there to yell and then I end up apologizing to him.",Monica,Sad,1,14
"Ooh, that is silly. I'll go up there, I'll tell him to keep it down.",Phoebe,Mad,1,15
"All right, be my guest.",Monica,Powerful,1,16
Good luck.,Rachel,Sad,1,17
"All right, all right, all right, all right, all right, you really wanna know how I did it, I'll show ya. When you handed me back the card, what you didn't see was, I looked at it so fast that it was invisible to the naked eye. I just did it. I just did it, again. Here, I'll slow it down so that you guys can see it.",Joey,Joyful,1,19
"Oh, I got it.",#ALL#,Neutral,1,20
"Yeah, look I was with my friend downstairs and we hear everything up here that you do, and I am sick and tired... .",Phoebe,Mad,1,22
"Whoa, you are very beautiful.",Guy,Joyful,1,23
"Oh, thank you.",Phoebe,Joyful,1,24
"Hey, anybody got a length of rope about six feet long with a little nouse at the end?",Chandler,Mad,2,1
"Honey, what's the matter?",Monica,Peaceful,2,2
I just saw Janice.,Chandler,Mad,2,3
Oh.,#ALL#,Neutral,2,4
"Yeah, she was at Rockefeller Center skating with her husband, she looked so happy. I almost feel bad for whipping that kid's pretzel at them.",Chandler,Sad,2,5
"Man, I remember the first time I saw that girl Katherine, after we broke up. She was just walking with her friend Donna, just laughing and talking. God, it killed me.",Joey,Sad,2,6
"Yes, but you ended up having sex with both of them that afternoon.",Chandler,Neutral,2,7
"Sorry, I just, any excuse to tell that story y'know....",Joey,Sad,2,8
"Hey Chandler, there's a party tomorrow, you'll feel better then.",Ross,Peaceful,2,9
"Oh, y'know what, I'm gonna be okay, you don't have to throw a party for me.",Chandler,Neutral,2,10
It's Joey's birthday.,Monica,Joyful,2,11
"Oh, well then, if anybody should have a party it should be him.",Chandler,Neutral,2,12
Sush!! I cannot believe she is still up there.,Monica,Mad,2,14
"Okay, well he totally screwed up the punch line. Y'know, it's supposed to be arrghh-eh og-errigh.",Chandler,Neutral,2,16
"How's that coffee comin,' dear?",Mr.,Joyful,3,1
"Yeah, right away Mr. Kaplan.",Rachel,Neutral,3,2
"I'm not supposed to drink coffee, it makes me gassy.",Mr.,Mad,3,3
I know!,Rachel,Neutral,3,4
"I'll bet your thinking, 'What's an intelligent girl who wants to be in fashion, doing making coffee?' Eh?",Mr.,Powerful,3,5
Op.,Rachel,Neutral,3,6
Eh.,Mr.,Neutral,3,7
"Oh, you got me.",Rachel,Neutral,3,8
"Well, don't think I haven't noticed your potential. Well, I've got a project for you that's a lot more related to fashion. How does that sound?",Mr.,Powerful,3,9
"Oh, that sounds great.",Rachel,Joyful,3,10
"Come on over here, sweetheart.",Mr.,Joyful,3,11
"Oh thank you so much Mr. Kaplan, thank you so much.",Rachel,Peaceful,3,12
I need these hangers separated ASAP. You're welcome.,Mr.,Joyful,3,13
"Oh God, I hate my job, I hate it, I hate my job, I hate it.",Rachel,Mad,4,1
"I know honey, I'm sorry.",Monica,Peaceful,4,2
"Oh, I wanna quit, but then I think I should stick it out, then I think why would such a person stay in such a demeaning job, just because it's remotely related to the field they're interested in.",Rachel,Mad,4,3
"Gee, I don't know Rach. Order up!! I got a Yentel soup, a James Beans, and a Howdy hold the Dowdy!",Monica,Peaceful,4,4
"Oh honey, come on, I'm sorry, I didn't.... I don't mind paying my dues, y'know, its just how much am I gonna learn about fashion by walking Mira, the arthritic seamstress, to the bathroom.",Rachel,Scared,4,5
Hi! Is my misery amusing to you?,Rachel,Peaceful,4,7
"I'm sorry, I wa, I wa, I was just ah....",Guy,Joyful,4,8
"It's not funny, this is actually my job.",Rachel,Mad,4,9
"Oh believe me, I-I-I've been there. I had to sort mannequin heads at that Mannequins Plus.",Guy,Joyful,4,10
"Oh well then, so I'm just going to go back to talking to my friend here. And you can go back to enjoying your little hamburger.",Rachel,Mad,4,11
"Ah, just one other thing.",Guy,Joyful,4,12
Yes?!,Rachel,Scared,4,13
"I ah, I work at Bloomingdale's and I might know of a job possibility if your, if your interested?",Guy,Peaceful,4,14
Do you want my pickle?,Rachel,Neutral,4,15
"So, he's just a nice guy. You really think this Mark doesn't want anything in exchange for helping him?",Ross,Joyful,6,1
"Well, I assume I'll have to take showers with him, but y'know, that's true of any job.",Rachel,Powerful,6,2
How ya feelin'?,Monica,Peaceful,6,4
"Well, my apartment isn't there anymore, because I drank it.",Chandler,Peaceful,6,5
Where'd you get too? We lost you after you opened up all the presents.,Phoebe,Sad,6,6
Yeah.,Ross,Neutral,6,7
"Yeah, I ended up in the storage room, and not alone.",Chandler,Joyful,6,8
Woooo hoooo!!!,#ALL#,Joyful,6,9
"Ow, no 'woo-hooing,' no 'woo-hooing.'",Chandler,Joyful,6,10
"Why, what happened?",Phoebe,Scared,6,11
"Ah, I fooled around with Joey's sister. Well, that's not the worst part.",Chandler,Powerful,6,12
What is the worse part?,Monica,Scared,6,13
I can't remember which sister.,Chandler,Sad,6,14
You see what men do! Don't tell me men are not nice! This is men!!,Ross,Mad,6,15
Did he call? Did Mark call?,Rachel,Scared,8,1
"No honey, I'm sorry, but the weekend's not over yet.",Monica,Sad,8,2
"Oh. Oh my God, is that Phoebe?",Rachel,Scared,8,3
I guess they're back from their date.,Monica,Peaceful,8,4
Music. Very nice.,Rachel,Joyful,8,6
Oh my God!,Monica,Scared,8,8
"So, how are you?",Rachel,Powerful,8,9
I am good. I finished my book.,Monica,Joyful,8,10
"Oh yeah, what's it about?",Rachel,Powerful,8,12
I don't remember. Do you wanna take a walk?,Monica,Peaceful,8,13
"Yeah, I do.",Rachel,Joyful,8,14
Dear Mary-Angela. Hi. How's it going. This is the hardest letter I've ever had to write. What the hell's a matter with you? How do you think Joey's going to react when he finds out that you blew off his sister with a letter?,Ross,Neutral,9,1
"Well, that's the part where you tell him that I moved to France. When actually I'll be in Cuba.",Chandler,Peaceful,9,2
"All right, look, look, you've got to do this yourself, okay in person. At least you know her name. You just go to the house and you ask for Mary-Angela, okay, when which ever one she is comes to the door, you take her for a walk, you let her down easy.",Ross,Peaceful,9,3
What if Mary-Angela comes to the door and I ask for Mary-Angela?,Chandler,Scared,9,4
Where in Cuba?,Ross,Joyful,9,5
"Joey, what-wh-wh-wha-wh-wha-wh-wha-wh-wha-what are you doing here?",Chandler,Scared,10,1
Waiting for my Grandma to finish my laundry. What about you?,Joey,Neutral,10,2
I'm here to see Mary-Angela.,Chandler,Neutral,10,3
"You are so the man! Now look, listen, listen, you got to be cool, 'cause my Grandma doesn't know about you two yet, and you do not want to tick her off. She was like the sixth person to spit on Mussolini's hanging body. Yeah.",Joey,Powerful,10,4
Where's Mary-Angela?,Chandler,Neutral,10,5
She's right in there.,Joey,Neutral,10,6
"Hey, Chandler!",Joey's,Joyful,10,8
Hey!,Rachel,Joyful,13,1
Hi!,Ross,Joyful,13,2
What are you doing here?,Rachel,Peaceful,13,3
"Ah y'know, this building is on my paper route so I...",Ross,Peaceful,13,4
Oh.,Rachel,Scared,13,5
Hi.,Ross,Peaceful,13,6
Hi.,Rachel,Neutral,13,7
How'd did it go?,Ross,Peaceful,13,8
"Oh well, the woman I interviewed with was pretty tough, but y'know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldn't shut up.",Rachel,Joyful,13,9
I'm so proud of you.,Ross,Joyful,13,10
Me too!,Rachel,Joyful,13,11
"Listen, I'm ah, I'm sorry I've been so crazy and jealous and, it's just that I like you a lot, so...",Ross,Scared,13,12
I know.,Rachel,Peaceful,13,13
Yeah.,Ross,Neutral,13,14
Yeah.,Rachel,Neutral,13,15
Rachel?,Mark,Joyful,13,16
Yeah. Hi Mark!,Rachel,Joyful,13,17
"Hi. I just talked to Joanna, and she loves you. You got it, you got the job.",Mark,Joyful,13,18
"Oh, I did!",Rachel,Joyful,13,19
Yes.,Mark,Joyful,13,20
Oh my God!!,Rachel,Joyful,13,21
Congratu!! -lations-lations.,Ross,Sad,13,22
"So ah, Phoebe, how was your date?",Monica,Peaceful,14,1
Oh well y'know.,Phoebe,Joyful,14,2
"Yeah, I do know.",Monica,Peaceful,14,3
"Ick, you were eavesdropping.",Phoebe,Mad,14,4
"Eavesdropping. Pheebs, the ceiling tiles were falling down.",Rachel,Mad,14,5
"Oh, I'm sorry. But I really like this guy. And I think he really happens to like me.",Phoebe,Joyful,14,6
Maybe he's just jumping on a pogo-stick and really likes it?,Ross,Joyful,14,8
Maybe the pogo-stick likes it too?,Ross,Neutral,14,10
"All right, that's it! He cannot do this to Phoebe. This guy is going to get the butt kicking of a lifetime! But, is he a big guy?",Joey,Mad,14,11
"Ah, we'll all go. Come on.",Ross,Powerful,14,12
Thanks you guys! Thank you.,Phoebe,Joyful,14,13
Don't worry.,Chandler,Peaceful,14,14
"God, I hope they kick his ass!",Phoebe,Powerful,14,15
"Honey, I'm sorry.",Rachel,Sad,14,16
"Y'know if it's any consolation, he really did sound like he was having more fun with you.",Monica,Peaceful,14,17
May I help you?,Guy,Scared,14,19
"She's having lunch with him. She's having lunch with him. And you should of seen the hug she gave him when she got the job. And, and, and, he's really good looking. What am I gonna do?",Ross,Scared,2,1
Don't do anything. Keep it inside. Learn how to hide your feelings! Don't cry outloud.,Chandler,Peaceful,2,2
Yes! Guess who's in an audition for a Broadway musical?,Joey,Powerful,2,3
"I want to say you but, that seems like such an easy answer.",Chandler,Peaceful,2,4
"It is me! It's a musical version of Tale of Two Cities. So I think I'm gonna sing New York, New York, and ah, oh I left My Heart in San Francisco.",Joey,Joyful,2,5
"Ah Joey, I don't think you get to pick the cities.",Ross,Powerful,2,6
What?,Joey,Scared,2,7
Mr. Dickens gets to pick 'em.,Ross,Scared,2,8
Who?,Joey,Mad,2,9
I'll get you the Cliff Notes.,Chandler,Joyful,2,10
The what?,Joey,Mad,2,11
The abridgment.,Chandler,Peaceful,2,12
"Oh, okay. The what?",Joey,Powerful,2,13
"All right, I just got changed in thirty seconds so you can be alone with him. You'd better go for it.",Jeannine,Neutral,4,1
"Please, I'm not going for anything.",Monica,Neutral,4,2
"Well, if you don't, I will.",Jeannine,Powerful,4,3
Would you please go?,Monica,Neutral,4,4
Night Mon. Night Julio.,Jeannine,Neutral,4,5
Adios.,Julio,Neutral,4,6
"Look Julio, someone left their book here.",Monica,Neutral,4,8
"Ah actually, that is mine.",Julio,Neutral,4,9
"Oh yeah, what are you reading?",Monica,Neutral,4,10
"Flowers of Evil, by Beaudalire. Have you read it?",Julio,Neutral,4,11
"Have I read it? No, are you enjoying it?",Monica,Neutral,4,12
"I thought I would, but the translation's no good.",Julio,Sad,4,13
Your a poet and don't know it.,Monica,Sad,4,14
"Actually I ah, I am a poet.",Julio,Neutral,4,15
"Oh, then you do know it. So um what kind of things do you write about?",Monica,Neutral,4,16
"Things that move me. The, the shadow of a tree, a child laughing, or this lip.",Julio,Powerful,4,17
Mine? Right here?,Monica,Neutral,4,18
I can write an epic poem about this lip.,Julio,Powerful,4,19
"How would that go? Well, it didn't rhyme, but I liked it.",Monica,Joyful,4,20
"You've got to pick a pocket or two. Boyyyyssss, you've got to pick a pocket or two..........",Joey,Joyful,5,1
"Lovely, just lovely.",Director,Joyful,5,2
Really? Thanks.,Joey,Peaceful,5,3
"Listen Joey, we definitely want to see you for the callback on Saturday.",Director,Neutral,5,4
"Excellent, I'll be there.",Joey,Peaceful,5,5
"Okay, and listen don't forget to bring your jazz shoes for the dance audition.",Director,Neutral,5,6
"Ahhh! My ah, my agent said it wasn't a dancing part.",Joey,Neutral,5,7
"Joey, all the roles got to dance a little. But believe me with your dance background it'll be a piece of cake.",Director,Neutral,5,8
"Do you have the, the Ralph Lauren file?",Mark,Joyful,7,1
"Oh, yeah, sure, it's umm...",Rachel,Joyful,7,2
Wh-what's that?,Mark,Scared,7,3
"It's from Ross, it's a love bug.",Ross,Joyful,7,4
Wow! Somebody wants people to know you have a boyfriend.,Mark,Neutral,7,5
"Oh no, no-no-no, that's not, not, not, what he is doing. He's just, he's just really romantic.",Rachel,Mad,7,6
"Ah, excuse me, are you Rachel Green?",Man,Joyful,7,7
Yes.,Rachel,Neutral,7,8
"One, two, three...",Man,Joyful,7,9
Congratulations on your first week at your brand new job! It won't be long before your the boss.,Quartet,Joyful,7,10
"Omm-pah, omm-pah, omm-pah.",The,Joyful,7,11
And you know who will be there to support... you?! Your one and only boyfriend...,Quartet,Joyful,7,12
It's nice to have a boyfriend.,The,Joyful,7,13
Your loyal loving boyfriend Ross..... Ross!,Quartet,Joyful,7,14
"I'm hurt! I'm actually hurt, that you would think that I would send you any of those things out of any thing other than love. Hurt! Hurt!",Ross,Scared,8,1
All right Ross!! I get it!!,Rachel,Mad,8,2
I mean my God...,Ross,Peaceful,8,3
You're hurt!,Rachel,Mad,8,4
"...can't, can't a guy send a barbershop quartet to his girlfriend's office anymorrrrre!!",Ross,Mad,8,5
"Oh, please, Ross it was so obvious! It was like you were marking your territory. I mean you might have well have just come in and peed all around my desk!",Rachel,Mad,8,6
I would never do that!,Ross,Mad,8,7
"Look, I know what's going on here, okay, Mark explained it all to me. He said this is what you guys do.",Rachel,Neutral,8,8
"Yeah well if, if, if Mark said that, than Mark's an idiot.",Ross,Mad,8,9
Mark's a genius!,Joey,Joyful,9,1
Why?! How?! How is he a genius?,Ross,Joyful,9,2
"Look, don't you see what's happening here. Instead of hitting on her right away, he's becoming her confidant. Now he's gonna be the guy she goes too to complain about you.",Chandler,Scared,9,3
What am I going to do?,Ross,Neutral,9,4
"Well, why don't you send her a musical bug, op, no you already did that. All right look, you're going to have to go there yourself now, okay, make a few surprise visits.",Chandler,Peaceful,9,5
I don't know you guys.,Ross,Neutral,9,6
"All right fine, don't do anything, just sit here and talk to us, meanwhile she is talking to him about you. And he's being Mr. Joe Sensitive, and she starts thinking 'Maybe this is the guy for me, because he understands me.'",Chandler,Peaceful,9,7
"And before you know it, she's with him. And you'll be all, 'Ohh, man!' And he'll be all, 'Yes!' And us, we'll be like, 'Wh-whoa, dude.' And pretty soon you'll be like, 'Hhiii,' and, and, and, 'I can't go, Rachel and Mark might be there.' And we'll be like, 'Man get over it, it's been four years!!'",Joey,Scared,9,8
He paints quite a picture doesn't he?,Chandler,Neutral,9,9
Here's the Shelly Siegal stuff from December.,Woman,Neutral,10,1
"And wait, I've got something for you.",Mark,Joyful,10,2
Mark!!,Woman,Mad,10,3
"It's okay, Rachel knows.",Mark,Neutral,10,4
"Yeah, but even soo.",Woman,Mad,10,5
"I can't help it, I'm just, I'm just crazy about you.",Mark,Joyful,10,7
Ohhh! That is soo sweet!,Rachel,Joyful,10,8
"Okay, okay look, I know I'm being Mr. Inappropriate today, but it's just so tough, I mean see you walking around and I just wanna touch you and hold you, come on no one's around, just, just kiss me.",Mark,Joyful,10,10
"All right that's, that's it!! Get off her!",Ross,Mad,10,12
What is going on?,Mark,Neutral,10,13
What's going on?! That's what's going on!!,Ross,Mad,10,14
Ross!,Rachel,Mad,10,15
I have been down in your store for twenty minutes trying to get a tie! What do I have to do to get some service?! Hi Rach.,Ross,Mad,10,17
"Ah Joey. Joey Tribbiani. Listen Joey, I got a problem, I just got a call from my dance captain, he's having a relationship crisis and can't get out of Long Island.",Director,Scared,11,1
"So, does that mean the audition is off?",Joey,Scared,11,2
"Listen Joey, seeing as you've got the most experience, I want you to take these dancers and show them the combination.",Director,Powerful,11,3
What?!,Joey,Neutral,11,4
"Aw come on Joey, it's easy. Y'know, it's hand, hand, head, head, up, pas de bouree, pas de bouree, big turn here, grand sissone, sissone, sissone, slide back, step, step, step, and jazz hands!",Director,Joyful,11,5
"It's ah, step-ity, step and jazz hands.",Joey,Scared,11,6
Have fun.,Director,Joyful,11,7
Bye.,Joey,Scared,11,8
Hey!,Phoebe,Joyful,12,1
Hey.,Monica,Neutral,12,2
What are you wrapping?,Phoebe,Neutral,12,3
"Oh-ho, look what I got Julio.",Monica,Neutral,12,4
"Yeah, it's a vase.",Phoebe,Neutral,12,5
"Yeah, just like the one in the poem.",Monica,Neutral,12,6
Well not exactly like the one in the poem.,Phoebe,Neutral,12,7
What do you mean?,Monica,Powerful,12,8
Remember how you said you were really dense about poetry? Oh.,Phoebe,Peaceful,12,9
"So! I'm just an empty vase, huh?",Monica,Mad,13,1
What?,Julio,Powerful,13,2
"Y'know, so I don't read as many important books as you do, and I don't write trick poems that seem to be about one thing but are actually about something else. And y'know what, I get excited about stupid stuff, like when I my People magazine comes on Saturday, and the new Hold Everything catalog. Y'know but that does not mean that I'm empty, I care about things. I care about my friends and family. You have no right to make that kind of judgment about me.",Monica,Mad,13,3
"Whoa, whoa, whoa.",Julio,Scared,13,4
You don't even know me...,Monica,Joyful,13,5
"Whoa, whoa, whoa, the poem is not about you.",Julio,Neutral,13,6
What?,Monica,Joyful,13,7
"The Empty Vase is not about you. My baby, you make me so sad that you would think this.",Julio,Peaceful,13,8
"I'm sorry, my friend Phoebe...",Monica,Sad,13,9
"No, it's about all women. Well, all American women. You feel better now?",Julio,Joyful,13,10
Oh yeah.,Monica,Mad,13,11
"All right, let's do it!",Director,Joyful,14,1
"No, no, no. What was that?",Director,Neutral,14,3
"I know, it was the best I could get out of them.",Joey,Neutral,14,4
"Well, people!",Director,Neutral,14,5
"People, people, people.",Joey,Neutral,14,6
"Let's try it again, and this time let's watch everybody watch Joey. Show 'em how it's done. Count it off.",Director,Neutral,14,7
Is there a Julio here?,Man,Neutral,16,1
I am Julio.,Julio,Neutral,16,2
"Mister Pretensous, you think there's no one finer, well but your poems are unpublished, and you work in a diner.",Man,Joyful,16,4
"Your no God's gift to women, that's all in your headdddd. You are just a buttmunch.",Quartet,Powerful,16,5
No one likes a buttmunch.,Bass,Powerful,16,6
And your also bad in bedd-edd-edd!.,Quartet,Powerful,16,7
Hi.,Monica,Neutral,1,1
"Six dollars, please.",Clerk,Neutral,1,3
Six? I just had it for one night. It's three.,Monica,Mad,1,4
"Eight o'clock is the cut-off and, aww, it's 8:02.",Clerk,Powerful,1,5
"Y'know in a weird way, you have too much power. Look, you're gonna have to help me out here, 'cause I only have three.",Monica,Mad,1,6
I can help with that.,Richard,Powerful,1,7
Oh my God. Richard? Hi!,Monica,Joyful,1,8
Hi!,Richard,Joyful,1,9
"Wow! Your lip went bald. Hey, thanks.",Monica,Joyful,1,10
"So, you look great.",Richard,Joyful,1,11
Right.,Monica,Mad,1,12
No you do. You... just...,Richard,Scared,1,13
What?,Monica,Scared,1,14
You've got panties stuck to your leg.,Richard,Scared,1,15
"That's because I-I was just grabbing some things out of the dryer, and it's static cling. Or maybe it's just that God knew I'd be running into you and saw an opportunity.",Monica,Scared,1,16
It's good to see you.,Richard,Peaceful,1,17
It's good to see you too.,Monica,Peaceful,1,18
"You see that guy? He's in classics now, but y'know as soon as we leave he's going straight to the porn.",Monica,Joyful,2,1
"He's gonna go up to the counter with Citizen Kane, Vertigo, and Clockwork Orgy. This is nice.",Richard,Joyful,2,2
Yeah.,Monica,Joyful,2,3
I missed this.,Richard,Sad,2,4
Me too.,Monica,Sad,2,5
"So, you wanna get a hamburger or something?",Richard,Joyful,2,6
"Oh, um, I don't know if that's a good idea.",Monica,Sad,2,7
"Oh. Look, just friends, I won't grope you. I promise.",Richard,Neutral,2,8
"No, I just I think that it's too soon.",Monica,Peaceful,2,9
"No it's not too soon, I had lunch at a eleven.",Richard,Joyful,2,10
Hey.,Rachel,Joyful,4,1
Hey.,Joey,Joyful,4,2
Do you have any ice?,Rachel,Neutral,4,3
"Check the freezer. If there's none in there, then we're probably out. Are you just getting in from work? It's late.",Joey,Peaceful,4,4
"Yeah, I know. I had the greatest day though, I got to sit in on the meeting with the reps from Calvin Klien. I told my boss I liked this line of lingerie, she ordered a ton of it. How was your day?",Rachel,Joyful,4,5
I discovered I'm able to count all of my teeth using just my tongue.,Joey,Joyful,4,6
"Hmm. Umm, why do you have a copy of The Shining in your freezer?",Rachel,Powerful,4,7
"Oh, I was reading it last night, and I got scared, so.",Joey,Scared,4,8
"But ah, you're safe from it if it's in the freezer?",Rachel,Peaceful,4,9
"Well, safer. Y'know, I mean I never start reading The Shining, without making sure we've got plenty of room in the freezer, y'know.",Joey,Joyful,4,10
How often do you read it?,Rachel,Peaceful,4,11
Haven't you ever read the same book over and over again?,Joey,Peaceful,4,12
"Well, umm, I guess I read Little Women more than once. But I mean that's a classic, what's so great about The Shining?",Rachel,Peaceful,4,13
"The question should be Rach, what is not so great about the shining. Okay? And the answer would be nothing. All right? This is like the scariest book ever. I bet it's way better than that classic of yours.",Joey,Mad,4,14
"Okay. Ah, well we'll just see about that, okay. I will read The Shining, and you will read Little Women.",Rachel,Mad,4,15
"All right, you got it.",Joey,Peaceful,4,16
All right.,Rachel,Mad,4,17
Okay.,Joey,Joyful,4,18
Okay.,Rachel,Joyful,4,19
"Ah, now Rach, these ah, these little women.",Joey,Sad,4,20
Yeah.,Rachel,Peaceful,4,21
"How little are they? I mean, are they like scary little?",Joey,Scared,4,22
"So when people complement me on my cooking should I, what do I say?",Richard,Powerful,6,1
"You say 'Thank you very much,' and then you buy me something pretty. Come on, we're gonna put are hands in this bowl, and we're gonna start squishing the tomatoes.",Monica,Joyful,6,2
"Ew, this feels very weird.",Richard,Scared,6,4
You touch people's eyeballs every day and this feels weird.,Monica,Powerful,6,5
"Yeah, well, sure I touch them, but I spent years learning not to squish them. That's my hand.",Richard,Scared,6,6
Oops.,Monica,Neutral,6,7
Okay.,Richard,Neutral,6,8
Gotta keep squishing.,Monica,Neutral,6,9
Tomatoes are squishing.,Richard,Peaceful,6,10
Okay.,Monica,Neutral,6,11
Op.,Richard,Neutral,6,13
"Oh, gosh, you got some on your shirt.",Monica,Peaceful,6,14
Yeah.,Richard,Neutral,6,15
"Hold on a second, just put a little club soda on it and it should umm, be.....",Monica,Peaceful,6,16
What?,Richard,Neutral,6,18
"Umm, you've got some on your pants.",Monica,Sad,6,19
I'll just throw them out.,Richard,Peaceful,6,20
So we can be friends who sleep together.,Monica,Neutral,9,1
"Absolutely, this will just be something we do, like racquetball.",Richard,Joyful,9,2
"Sounds smart and healthy to me. So um, just out of curiosity, um, do you currently have any other racquetball buddies?",Monica,Mad,9,3
Just your dad. Although that's actually racquetball. You know I-I do have a blind date with my sister's neighbour next Tuesday.,Richard,Neutral,9,4
Oh.,Monica,Neutral,9,5
You want me to cancel it?,Richard,Neutral,9,6
No! No!,Monica,Scared,9,7
Okay.,Richard,Neutral,9,8
"'Cause if you do that means you'd be cancelling it for me, and we're just friends.",Monica,Peaceful,9,9
Exactly.,Richard,Neutral,9,10
Hi.,Monica,Neutral,11,1
Sorry. I'm sorry.,Rachel,Scared,11,2
"You would not believe my day! I had to work two shifts, and then to top it off, I lost one of my fake boobs, in a grill fire.",Monica,Mad,11,3
What are you smiling at?,Monica,Joyful,11,5
"I'm sorry, I was just thinking you're day could still pick up.",Rachel,Joyful,11,6
"Yeah, right.",Monica,Mad,11,7
Hello.,Richard,Neutral,11,9
I love this friend thing!,Monica,Joyful,11,10
"Listen, Robert's gonna be here any second so, will one of you just tell him?",Phoebe,Scared,12,1
Oh.,Ross,Neutral,12,2
"Please, right now, no, every time I see him it's like 'Is it on the lose?' 'Is it watching me?'",Phoebe,Scared,12,3
"We can't tell him, you can't go up to a guy you barely know and talk about his.... stuff.",Chandler,Mad,12,4
"He's right, even if it's to say something complementary.",Ross,Joyful,12,5
Hey!,Robert,Joyful,12,6
Hey.,Phoebe,Neutral,12,7
"So are ready for the gym? They've got this new rock climbing wall, we can spot each other.",Robert,Powerful,12,8
"No, I can spot you from here.",Phoebe,Neutral,12,9
What?,Robert,Neutral,12,10
"Okay, listen Robert...",Phoebe,Scared,12,11
"Hey, don't we have to...",Ross,Neutral,12,12
"Yeah, we got, um-hmm.",Chandler,Neutral,12,13
"Umm, I think you're really, really great...",Phoebe,Joyful,12,14
Oh God! Here we go again. Why does this keep happening to me? Is it something I'm putting out there? Is this my fault? Or am I just nuts?,Robert,Mad,12,15
"I-I-I-I-I don't know, I don't know what to say.",Phoebe,Scared,12,16
"Hey buddy, this is a family place, put the mouse back in the house.",Gunther,Mad,12,17
What?,Rachel,Scared,14,1
"Beth is really, really sick.",Joey,Sad,14,2
Awwww.,Rachel,Sad,14,3
"Jo's there, but I don't think there's anything she could do.",Joey,Sad,14,4
Joey?,Rachel,Neutral,14,6
Yeah.,Joey,Neutral,14,7
Do you want to put the book in the freezer?,Rachel,Peaceful,14,8
Okay.,Joey,Neutral,14,9
Okay.,Rachel,Neutral,14,10
"'Cause every time I see your face, I can't help but fall from grace. I know.....",Singer,Joyful,1,1
Wow! This girl is good.,Joey,Joyful,1,2
"Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before.",Phoebe,Joyful,1,3
I like her.,Chandler,Joyful,1,4
Why? Because she can sing and play guitar and do both at the same time?,Phoebe,Mad,1,5
"Well, that's pretty much all I'm looking for from these people.",Chandler,Joyful,1,6
Look at you. All jealous.,Monica,Neutral,1,7
"Yeah Pheebs, come on, you two have completely different styles. Y'know, she's more.. y'know, and you're more",Ross,Peaceful,1,8
beside meeeee-eeee-ee. .,Singer,Joyful,1,9
"Okay, see, see, everyone else is happy she's done.",Phoebe,Mad,1,10
"Okay, my next song's called Phoebe Buffay, What Can I Say. I Really Loved When We Were Singing Partners, And I Shouldn't Have Left You That Way.",Singer,Powerful,1,11
"Oh no, one of those 'look for the hidden meaning' songs.",Phoebe,Mad,1,13
Hey Phoebe.,Singer,Joyful,2,1
"Hey Leslie, how'd you know I'd be here?",Phoebe,Joyful,2,2
"I ran into Vlad at the place where they sell the big fish, and he said you played here a lot, so umm....",Leslie,Neutral,2,3
"All right listen, I have to go to the bathroom, but if the place with the big fish comes up again. I'd like know whether that's several big fish or just one big fish.",Chandler,Peaceful,2,4
"So ah, Phoebe tells us you write jingles.",Joey,Neutral,2,5
Actually I said she abandoned me to write jingles.,Phoebe,Peaceful,2,6
"Ah, anything we might of heard of?",Joey,Joyful,2,7
"Ah, yeah, umm. Home is never far away..",Leslie,Joyful,2,8
Home is Home Star stew.,Joey,Joyful,2,9
